# time,X,Y,Z,id,intensity,distance
129120009,0.337418,0.387927,-0.058028,8,3,0.518
129120065,0.338793,0.386728,-0.058028,8,3,0.518
129120120,0.340208,0.385483,-0.058028,8,3,0.518
129120175,0.341596,0.384254,-0.058028,8,3,0.518
129120286,0.344271,0.381859,-0.058028,8,3,0.518
129121120,0.366509,0.366083,-0.041621,10,4,0.520
129121677,0.365473,0.340213,-0.023968,12,3,0.500
129121788,0.367839,0.337653,-0.023968,12,3,0.500
129121843,0.369015,0.336367,-0.023968,12,3,0.500
129121899,0.370187,0.335077,-0.023968,12,3,0.500
129121954,0.371340,0.333799,-0.023968,12,3,0.500
129122120,0.374815,0.329892,-0.023968,12,3,0.500
129122389,0.391306,0.332660,0.074746,9,1,0.520
129122394,0.374035,0.317799,0.087304,11,2,0.500
129122445,0.392407,0.331360,0.074746,9,1,0.520
129122666,0.396995,0.325849,0.074746,9,1,0.520
129122670,0.379470,0.311289,0.087304,11,2,0.500
129122776,0.399225,0.323113,0.074746,9,1,0.520
129122887,0.401471,0.320318,0.074746,9,1,0.520
129122942,0.402608,0.318888,0.074746,9,1,0.520
129122997,0.403774,0.317411,0.074746,9,1,0.520
129123007,0.406184,0.318904,0.109524,13,2,0.530
129123053,0.404893,0.315982,0.074746,9,1,0.520
129123117,0.408341,0.316138,0.109524,13,2,0.530
129123173,0.409417,0.314744,0.109524,13,2,0.530
129123283,0.411619,0.311858,0.109524,13,2,0.530
129123338,0.412732,0.310383,0.109524,13,2,0.530
129123394,0.413825,0.308924,0.109524,13,2,0.530
129123620,0.414631,0.300274,0.125974,15,2,0.530
129123675,0.415703,0.298788,0.125974,15,2,0.530
129123730,0.416649,0.297467,0.125974,15,2,0.530
129123841,0.418732,0.294528,0.125974,15,2,0.530
129123951,0.420797,0.291570,0.125974,15,2,0.530
129124007,0.421787,0.290137,0.125974,15,2,0.530
129124062,0.422787,0.288676,0.125974,15,2,0.530
129124117,0.423793,0.287199,0.125974,15,2,0.530
129124172,0.424792,0.285718,0.125974,15,2,0.530
129124228,0.425787,0.284233,0.125974,15,2,0.530
129124276,0.416131,0.275954,-0.023968,12,3,0.500
129124331,0.417092,0.274499,-0.023968,12,3,0.500
129124338,0.427761,0.281254,0.125974,15,2,0.530
129124449,0.429714,0.278261,0.125974,15,2,0.530
129124497,0.419943,0.270117,-0.023968,12,3,0.500
129124504,0.430683,0.276759,0.125974,15,2,0.530
129124553,0.420884,0.268649,-0.023968,12,3,0.500
129124608,0.421819,0.267178,-0.023968,12,3,0.500
129124663,0.422749,0.265704,-0.023968,12,3,0.500
129124718,0.423674,0.264227,-0.023968,12,3,0.500
129124774,0.424593,0.262746,-0.023968,12,3,0.500
129124829,0.425508,0.261263,-0.023968,12,3,0.500
129124940,0.427322,0.258286,-0.023968,12,3,0.500
129124995,0.428221,0.256793,-0.023968,12,3,0.500
129125594,0.450587,0.247610,-0.058028,8,3,0.518
129125714,0.439460,0.237045,-0.023968,12,3,0.500
129125824,0.441063,0.234049,-0.023968,12,3,0.500
129125880,0.441857,0.232546,-0.023968,12,3,0.500
129126045,0.444298,0.227848,-0.023968,12,3,0.500
129126211,0.446630,0.223241,-0.023968,12,3,0.500
129126257,0.460540,0.228564,-0.058028,8,3,0.518
129126704,0.470396,0.216964,-0.041621,10,4,0.520
129127255,0.473519,0.198903,0.074746,9,1,0.520
129127428,0.462432,0.188339,-0.023968,12,3,0.500
129127483,0.463087,0.186723,-0.023968,12,3,0.500
129127538,0.463736,0.185106,-0.023968,12,3,0.500
129127543,0.469928,0.187419,-0.008131,14,3,0.506
129127594,0.464379,0.183486,-0.023968,12,3,0.500
129127649,0.465017,0.181864,-0.023968,12,3,0.500
