# time,X,Y,Z,id,intensity,distance
123318506,0.294294,0.420920,-0.074746,6,3,0.520
123320225,0.339807,0.388478,-0.058272,8,3,0.520
123320280,0.341161,0.387289,-0.058272,8,3,0.520
123320391,0.343845,0.384908,-0.058272,8,3,0.520
123320446,0.345153,0.383736,-0.058272,8,3,0.520
123320501,0.346469,0.382549,-0.058272,8,3,0.520
123321727,0.365662,0.345849,-0.024177,12,3,0.504
123321893,0.369353,0.341905,-0.024177,12,3,0.504
123321948,0.370529,0.340629,-0.024177,12,3,0.504
123322059,0.372839,0.338099,-0.024177,12,3,0.504
123322114,0.373988,0.336829,-0.024177,12,3,0.504
123322169,0.375161,0.335521,-0.024177,12,3,0.504
123322390,0.379852,0.330201,-0.024177,12,3,0.504
123322826,0.399784,0.328678,0.075372,9,1,0.524
123322828,0.403275,0.331450,-0.041970,10,4,0.524
123322881,0.400929,0.327281,0.075372,9,1,0.524
123322936,0.402058,0.325893,0.075372,9,1,0.524
123322941,0.402734,0.326251,0.092647,11,2,0.528
123322992,0.403165,0.324522,0.075372,9,1,0.524
123323056,0.406642,0.324606,0.110424,13,2,0.534
123323102,0.405442,0.321673,0.075372,9,1,0.524
123323323,0.409893,0.315981,0.075372,9,1,0.524
123323388,0.413391,0.315966,0.110424,13,2,0.534
123323945,0.419054,0.297421,0.126492,15,2,0.532
123324056,0.421120,0.294488,0.126492,15,2,0.532
123324111,0.422145,0.293016,0.126492,15,2,0.532
123324167,0.423165,0.291541,0.126492,15,2,0.532
123324388,0.427111,0.285730,0.126492,15,2,0.532
123324443,0.428130,0.284200,0.126492,15,2,0.532
123324491,0.420199,0.277044,-0.024177,12,3,0.504
123324498,0.429144,0.282666,0.126492,15,2,0.532
123324547,0.421187,0.275539,-0.024177,12,3,0.504
123324554,0.430153,0.281129,0.126492,15,2,0.532
123324609,0.431110,0.279659,0.126492,15,2,0.532
123324657,0.423041,0.272684,-0.024177,12,3,0.504
123324823,0.425944,0.268127,-0.024177,12,3,0.504
123324934,0.427794,0.265166,-0.024177,12,3,0.504
123324941,0.436887,0.270545,0.126492,15,2,0.532
123324989,0.428694,0.263708,-0.024177,12,3,0.504
123325376,0.434964,0.253232,-0.024177,12,3,0.504
123325874,0.442704,0.239444,-0.024177,12,3,0.504
123325929,0.443537,0.237897,-0.024177,12,3,0.504
123325984,0.444385,0.236309,-0.024177,12,3,0.504
123326040,0.445218,0.234737,-0.024177,12,3,0.504
123326095,0.446034,0.233181,-0.024177,12,3,0.504
123326205,0.447682,0.230003,-0.024177,12,3,0.504
123326261,0.448472,0.228458,-0.024177,12,3,0.504
123326316,0.449227,0.226970,-0.024177,12,3,0.504
123326809,0.473026,0.220764,-0.041970,10,4,0.524
123326864,0.473775,0.219153,-0.041970,10,4,0.524
123326920,0.474556,0.217456,-0.041970,10,4,0.524
123327643,0.466660,0.188543,-0.024177,12,3,0.504
123327691,0.480446,0.192426,0.075372,9,1,0.524
123327698,0.467307,0.186933,-0.024177,12,3,0.504
123327747,0.481099,0.190790,0.075372,9,1,0.524
123327754,0.467941,0.185342,-0.024177,12,3,0.504
123327809,0.468577,0.183728,-0.024177,12,3,0.504
123327919,0.469840,0.180472,-0.024177,12,3,0.504
123328023,0.484325,0.182444,0.075372,9,1,0.524
