# time,X,Y,Z,id,intensity,distance
126318097,0.288091,0.422801,-0.074433,6,3,0.518
126318373,0.295426,0.417709,-0.074433,6,3,0.518
126320037,0.340552,0.387825,-0.058272,8,3,0.520
126320092,0.341904,0.386634,-0.058272,8,3,0.520
126320147,0.343252,0.385438,-0.058272,8,3,0.520
126320202,0.344595,0.384237,-0.058272,8,3,0.520
126320258,0.345934,0.383032,-0.058272,8,3,0.520
126321594,0.366054,0.342517,-0.024073,12,3,0.502
126321649,0.367233,0.341254,-0.024073,12,3,0.502
126321760,0.369606,0.338681,-0.024073,12,3,0.502
126321870,0.373429,0.337448,-0.024177,12,3,0.504
126321926,0.374575,0.336175,-0.024177,12,3,0.504
126321981,0.375731,0.334882,-0.024177,12,3,0.504
126322362,0.394594,0.334892,0.075372,9,1,0.524
126322417,0.395775,0.333495,0.075372,9,1,0.524
126322528,0.398000,0.330837,0.075372,9,1,0.524
126322583,0.399152,0.329445,0.075372,9,1,0.524
126322639,0.400321,0.328024,0.075372,9,1,0.524
126322694,0.401521,0.326554,0.075372,9,1,0.524
126322696,0.403483,0.328048,-0.041795,10,4,0.522
126322749,0.402672,0.325133,0.075372,9,1,0.524
126322804,0.403748,0.323796,0.075372,9,1,0.524
126322915,0.405964,0.321014,0.075372,9,1,0.524
126322970,0.407082,0.319595,0.075372,9,1,0.524
126323026,0.408195,0.318172,0.075372,9,1,0.524
126323136,0.410406,0.315314,0.075372,9,1,0.524
126323698,0.422053,0.300955,0.109974,13,2,0.532
126323814,0.418973,0.294186,0.125974,15,2,0.530
126323869,0.419997,0.292722,0.125974,15,2,0.530
126323979,0.422030,0.289782,0.125974,15,2,0.530
126324090,0.424043,0.286829,0.125974,15,2,0.530
126324138,0.416095,0.279604,-0.024073,12,3,0.502
126324145,0.425042,0.285347,0.125974,15,2,0.530
126324194,0.417081,0.278132,-0.024073,12,3,0.502
126324304,0.419036,0.275177,-0.024073,12,3,0.502
126324360,0.419970,0.273749,-0.024073,12,3,0.502
126324367,0.428993,0.279371,0.125974,15,2,0.530
126324415,0.420912,0.272300,-0.024073,12,3,0.502
126324470,0.421859,0.270829,-0.024073,12,3,0.502
126324525,0.422814,0.269336,-0.024073,12,3,0.502
126324581,0.423775,0.267822,-0.024073,12,3,0.502
126324588,0.432882,0.273306,0.125974,15,2,0.530
126324636,0.424707,0.266341,-0.024073,12,3,0.502
126324643,0.433827,0.271803,0.125974,15,2,0.530
126324747,0.426510,0.263444,-0.024073,12,3,0.502
126324802,0.427404,0.261991,-0.024073,12,3,0.502
126324857,0.428373,0.260404,-0.024073,12,3,0.502
126324975,0.439347,0.262788,0.125974,15,2,0.530
126325410,0.437211,0.245276,-0.024073,12,3,0.502
126325742,0.442231,0.236105,-0.024073,12,3,0.502
126325797,0.443073,0.234521,-0.024073,12,3,0.502
126325852,0.443889,0.232973,-0.024073,12,3,0.502
126325954,0.458499,0.236987,-0.058272,8,3,0.520
126325963,0.445475,0.229927,-0.024073,12,3,0.502
126326018,0.446274,0.228370,-0.024073,12,3,0.502
126326074,0.447069,0.226811,-0.024073,12,3,0.502
126326120,0.460955,0.232173,-0.058272,8,3,0.520
126326129,0.447858,0.225249,-0.024073,12,3,0.502
126326239,0.449449,0.222058,-0.024073,12,3,0.502
126326567,0.470844,0.220726,-0.041795,10,4,0.522
126326733,0.473167,0.215701,-0.041795,10,4,0.522
126326788,0.473917,0.214048,-0.041795,10,4,0.522
126326843,0.474646,0.212427,-0.041795,10,4,0.522
126327007,0.472686,0.205873,0.075059,9,1,0.522
126327283,0.476207,0.197592,0.075059,9,1,0.522
126327394,0.477575,0.194263,0.075059,9,1,0.522
126327401,0.464447,0.188687,-0.024073,12,3,0.502
126327449,0.478250,0.192595,0.075059,9,1,0.522
126327511,0.465753,0.185440,-0.024073,12,3,0.502
126327566,0.466397,0.183813,-0.024073,12,3,0.502
126327571,0.465159,0.183169,-0.008026,14,3,0.500
126327615,0.480241,0.187576,0.075059,9,1,0.522
126327622,0.467036,0.182184,-0.024073,12,3,0.502
126327670,0.480892,0.185899,0.075059,9,1,0.522
126327677,0.467669,0.180552,-0.024073,12,3,0.502
126327788,0.468918,0.177283,-0.024073,12,3,0.502
126327836,0.482813,0.180853,0.075059,9,1,0.522
126327954,0.470749,0.172363,-0.024073,12,3,0.502
126328057,0.487150,0.174761,0.075372,9,1,0.524
126328112,0.487757,0.173059,0.075372,9,1,0.524
126328168,0.488358,0.171356,0.075372,9,1,0.524
126328170,0.490709,0.172100,-0.041795,10,4,0.522
126328223,0.488954,0.169650,0.075372,9,1,0.524
126328281,0.491893,0.168688,-0.041795,10,4,0.522
126328389,0.490675,0.164606,0.075372,9,1,0.524
126328391,0.493036,0.165318,-0.041795,10,4,0.522
126328444,0.491246,0.162892,0.075372,9,1,0.524
126328456,0.482225,0.159512,-0.008166,14,3,0.508
126328500,0.491817,0.161160,0.075372,9,1,0.524
126328555,0.492390,0.159400,0.075372,9,1,0.524
126328610,0.492947,0.157669,0.075372,9,1,0.524
126328665,0.493481,0.155991,0.075372,9,1,0.524
126328721,0.494009,0.154310,0.075372,9,1,0.524
126328732,0.479201,0.149312,-0.008061,14,7,0.502
126328767,0.504413,0.155991,0.042493,5,4,0.530
126328776,0.494531,0.152628,0.075372,9,1,0.524
126328778,0.479774,0.147999,-0.040226,10,9,0.504
126328827,0.520255,0.158677,0.061684,7,10,0.548
126328838,0.481522,0.146481,-0.024177,12,13,0.504
126328877,0.516952,0.155864,0.043538,5,4,0.542
126328882,0.524607,0.158005,0.062172,7,10,0.552
126328893,0.478205,0.143650,-0.023968,12,23,0.500
126328937,0.490906,0.145988,0.057785,7,11,0.516
126328946,0.479943,0.142424,0.089213,11,2,0.510
126328949,0.478703,0.141980,-0.023968,12,30,0.500
126329002,0.472901,0.138540,0.087686,11,2,0.502
126329004,0.483030,0.141431,-0.024177,12,29,0.504
126329009,0.491337,0.143708,-0.008236,14,28,0.512
126329057,0.499786,0.144524,0.093029,11,2,0.530
126329059,0.489277,0.141407,-0.024491,12,32,0.510
126329112,0.481409,0.137390,0.089213,11,2,0.510
126329115,0.493608,0.140794,-0.024701,12,32,0.514
126329168,0.474332,0.133561,0.087686,11,2,0.502
126329170,0.490258,0.137967,-0.024491,12,29,0.510
126329285,0.499574,0.136633,-0.008340,14,24,0.518
126329324,0.479007,0.129767,0.055835,7,11,0.500
126329340,0.492313,0.132848,-0.008201,14,24,0.510
126329380,0.494791,0.132224,0.057785,7,11,0.516
126329391,0.484411,0.129073,-0.024073,12,26,0.502
126329435,0.487571,0.128473,0.056810,7,11,0.508
126329449,0.501371,0.131641,0.109974,13,2,0.532
126329490,0.491860,0.127768,0.057297,7,11,0.512
126329504,0.501827,0.129890,0.109974,13,2,0.532
126329541,0.484425,0.124184,0.040052,5,9,0.502
126329562,0.490240,0.124991,-0.008131,14,24,0.506
126329596,0.484856,0.122492,0.040052,5,4,0.502
126329601,0.488890,0.123360,0.056810,7,11,0.508
126329656,0.500876,0.124527,0.058272,7,10,0.520
126329665,0.478288,0.118615,0.087686,11,5,0.502
126329711,0.493596,0.120889,0.057297,7,11,0.512
126329721,0.476792,0.116479,0.087304,11,7,0.500
126329767,0.494015,0.119165,0.057297,7,11,0.512
126329838,0.488449,0.115521,-0.008061,14,28,0.502
126329877,0.506419,0.118482,0.058760,7,10,0.524
126329933,0.495218,0.114059,0.057297,7,11,0.512
126330098,0.484779,0.106188,0.055835,7,22,0.500
126330264,0.493624,0.102792,0.056810,7,11,0.508
126330377,0.506007,0.101692,-0.058272,8,3,0.520
126331333,0.507076,0.070408,0.125974,15,2,0.530
126331389,0.507319,0.068637,0.125974,15,2,0.530
126331499,0.507785,0.065094,0.125974,15,2,0.530
126331554,0.508010,0.063321,0.125974,15,2,0.530
126334863,0.514496,-0.043556,0.092266,11,2,0.526
126334918,0.580829,-0.051265,0.105241,11,2,0.594
126334927,0.533023,-0.047366,0.132186,15,2,0.554
126334969,0.513425,-0.047013,0.075059,9,1,0.522
126334973,0.541541,-0.049751,0.097608,11,2,0.554
126334983,0.555933,-0.051407,0.138397,15,2,0.578
126335024,0.532924,-0.050669,0.078187,9,1,0.542
126335029,0.576545,-0.054978,0.104477,11,2,0.590
126335033,0.516010,-0.049349,0.109974,13,2,0.532
126335038,0.605753,-0.058101,0.151856,15,2,0.630
126335079,0.560275,-0.055145,0.082568,9,1,0.570
126335084,0.588082,-0.058046,0.106767,11,2,0.602
126335093,0.628626,-0.062399,0.158068,15,2,0.654
126335135,0.536503,-0.054638,0.078813,9,1,0.546
126335139,0.587881,-0.060043,0.106767,11,2,0.602
126335148,0.643783,-0.066131,0.162209,15,2,0.670
126335190,0.544167,-0.057338,0.080065,9,1,0.554
126335194,0.587668,-0.062095,0.106767,11,2,0.602
126335204,0.605127,-0.064296,0.151856,15,2,0.630
126335245,0.555746,-0.060521,0.081942,9,1,0.566
126335250,0.622578,-0.067982,0.113636,11,2,0.638
126335259,0.643305,-0.070624,0.162209,15,2,0.670
126335300,0.565346,-0.063564,0.083506,9,3,0.576
126335305,0.579417,-0.065316,0.105241,11,2,0.594
126335314,0.627698,-0.071129,0.158068,15,2,0.654
126335356,0.578857,-0.067130,0.085696,9,3,0.590
126335360,0.571385,-0.066432,0.103714,11,2,0.586
126335370,0.673497,-0.078701,0.170491,15,2,0.702
126335411,0.557043,-0.066571,0.082255,9,3,0.568
126335416,0.590642,-0.070761,0.107530,11,2,0.606
126335425,0.700070,-0.084284,0.177738,15,1,0.730
126335467,0.576416,-0.070909,0.085383,9,3,0.588
126335472,0.586498,-0.072318,0.106767,11,4,0.602
126335481,0.699777,-0.086689,0.177738,15,1,0.730
126335523,0.560493,-0.070887,0.082881,9,3,0.572
