# time,X,Y,Z,id,intensity,distance
126518103,0.285875,0.421919,-0.074120,6,3,0.516
126520043,0.339536,0.388715,-0.058272,8,3,0.520
126520153,0.342241,0.386335,-0.058272,8,3,0.520
126520264,0.344930,0.383936,-0.058272,8,3,0.520
126521766,0.368777,0.339584,-0.024073,12,3,0.502
126521987,0.373439,0.334450,-0.024073,12,3,0.502
126522478,0.394438,0.332016,0.075059,9,1,0.522
126522533,0.395537,0.330706,0.075059,9,1,0.522
126522589,0.396826,0.329159,0.075059,9,1,0.522
126522645,0.397972,0.327771,0.075059,9,1,0.522
126522649,0.380467,0.313168,0.087686,11,2,0.502
126522700,0.399114,0.326380,0.075059,9,1,0.522
126522702,0.402599,0.329133,-0.041795,10,4,0.522
126522755,0.400251,0.324985,0.075059,9,1,0.522
126522757,0.403745,0.327725,-0.041795,10,4,0.522
126522810,0.401383,0.323586,0.075059,9,1,0.522
126522866,0.402510,0.322183,0.075059,9,1,0.522
126522868,0.406024,0.324899,-0.041795,10,4,0.522
126522976,0.404711,0.319414,0.075059,9,1,0.522
126523207,0.411568,0.315142,0.109974,13,2,0.532
126523262,0.412665,0.313703,0.109974,13,2,0.532
126523483,0.416980,0.307944,0.109974,13,2,0.532
126523654,0.415138,0.299572,0.125974,15,2,0.530
126524036,0.427520,0.293136,0.109974,13,2,0.532
126524144,0.415337,0.280729,-0.024073,12,3,0.502
126524207,0.425322,0.284930,0.125974,15,2,0.530
126524255,0.417360,0.277713,-0.024073,12,3,0.502
126524262,0.426332,0.283415,0.125974,15,2,0.530
126524366,0.419288,0.274793,-0.024073,12,3,0.502
126524421,0.420245,0.273328,-0.024073,12,3,0.502
126524531,0.422143,0.270387,-0.024073,12,3,0.502
126524538,0.431213,0.275932,0.125974,15,2,0.530
126524587,0.423061,0.268949,-0.024073,12,3,0.502
126524697,0.424870,0.266081,-0.024073,12,3,0.502
126524753,0.425819,0.264560,-0.024073,12,3,0.502
126524974,0.429449,0.258626,-0.024073,12,3,0.502
126525195,0.433084,0.252491,-0.024073,12,3,0.502
126525361,0.435672,0.247999,-0.024073,12,3,0.502
126525527,0.438213,0.243481,-0.024073,12,3,0.502
126525748,0.441601,0.237281,-0.024073,12,3,0.502
126525803,0.442427,0.235738,-0.024073,12,3,0.502
126525914,0.444062,0.232643,-0.024073,12,3,0.502
126525969,0.444871,0.231092,-0.024073,12,3,0.502
126526024,0.445675,0.229538,-0.024073,12,3,0.502
126526356,0.450394,0.220134,-0.024073,12,3,0.502
126527517,0.465266,0.186658,-0.024073,12,3,0.502
126527572,0.465915,0.185033,-0.024073,12,3,0.502
126527628,0.466558,0.183406,-0.024073,12,3,0.502
126527676,0.480398,0.187173,0.075059,9,1,0.522
126527731,0.481032,0.185537,0.075059,9,1,0.522
126527787,0.481661,0.183898,0.075059,9,1,0.522
126527897,0.482970,0.180431,0.075059,9,1,0.522
126527953,0.483597,0.178744,0.075059,9,1,0.522
126528065,0.489035,0.176803,-0.041795,10,4,0.522
126528118,0.485437,0.173686,0.075059,9,1,0.522
126528176,0.490236,0.173445,-0.041795,10,4,0.522
126528236,0.473225,0.165443,-0.024073,12,3,0.502
126528284,0.487205,0.168662,0.075059,9,1,0.522
126528340,0.487791,0.166961,0.075059,9,1,0.522
126528342,0.492016,0.168327,-0.041795,10,4,0.522
126528395,0.488371,0.165257,0.075059,9,1,0.522
126528397,0.492601,0.166608,-0.041795,10,4,0.522
126528453,0.493174,0.164906,-0.041795,10,4,0.522
126528457,0.475482,0.158840,-0.024073,12,3,0.502
126528505,0.489493,0.161902,0.075059,9,1,0.522
126528508,0.493732,0.163227,-0.041795,10,4,0.522
126528616,0.490603,0.158508,0.075059,9,1,0.522
126528671,0.491153,0.156794,0.075059,9,1,0.522
126528678,0.477634,0.152249,-0.024073,12,3,0.502
126528727,0.491697,0.155079,0.075059,9,1,0.522
126528782,0.492236,0.153362,0.075059,9,1,0.522
126528789,0.488221,0.151877,-0.024596,12,6,0.512
126528793,0.479312,0.148953,-0.008061,14,7,0.502
126528837,0.492768,0.151642,0.075059,9,1,0.522
126528888,0.497576,0.151381,0.058760,7,10,0.524
126528904,0.482254,0.146183,-0.008096,14,10,0.504
126528943,0.524717,0.157639,0.062172,7,10,0.552
126528952,0.509633,0.152784,0.095318,11,2,0.542
126528955,0.485958,0.145609,-0.024387,12,22,0.508
126528999,0.487202,0.144516,0.057297,7,11,0.512
126529008,0.510163,0.151004,0.095318,11,2,0.542
126529010,0.490294,0.145045,-0.024596,12,29,0.512
126529054,0.489608,0.143373,0.057541,7,22,0.514
126529063,0.491843,0.143716,0.091502,11,2,0.522
126529065,0.486963,0.142213,-0.024387,12,29,0.508
126529070,0.485678,0.141685,-0.008131,14,31,0.506
126529118,0.473478,0.136558,0.087686,11,2,0.502
126529121,0.483618,0.139406,-0.024177,12,35,0.504
126529160,0.480865,0.137326,0.040052,5,13,0.502
126529229,0.489540,0.137496,0.090739,11,2,0.518
126529231,0.480733,0.134947,-0.023968,12,30,0.500
126529284,0.478665,0.132641,0.088449,11,2,0.506
126529286,0.486976,0.134867,-0.024282,12,26,0.506
126529330,0.497780,0.136379,0.058272,7,21,0.520
126529342,0.487444,0.133167,-0.024282,12,26,0.506
126529346,0.491935,0.134240,-0.008201,14,21,0.510
126529386,0.505918,0.136712,0.059247,7,10,0.528
126529452,0.484490,0.128777,-0.024073,12,26,0.502
126529457,0.492847,0.130853,-0.008201,14,24,0.510
126529492,0.487462,0.128342,0.040401,5,4,0.506
126529496,0.479953,0.126223,0.055835,7,11,0.500
126529512,0.485541,0.127191,-0.008061,14,21,0.502
