# time,X,Y,Z,id,intensity,distance
125520289,0.340958,0.387468,-0.058272,8,3,0.520
125520400,0.343644,0.385088,-0.058272,8,3,0.520
125520510,0.346257,0.382740,-0.058272,8,3,0.520
125521958,0.368837,0.339519,-0.024073,12,3,0.502
125522013,0.370019,0.338230,-0.024073,12,3,0.502
125522179,0.373541,0.334336,-0.024073,12,3,0.502
125522725,0.397259,0.331726,0.075372,9,1,0.524
125522781,0.398443,0.330302,0.075372,9,1,0.524
125522836,0.399612,0.328888,0.075372,9,1,0.524
125522896,0.387749,0.316672,0.089213,11,2,0.510
125522947,0.401887,0.326103,0.075372,9,1,0.524
125522949,0.403848,0.327599,-0.041795,10,4,0.522
125523002,0.402995,0.324733,0.075372,9,1,0.524
125523057,0.404119,0.323333,0.075372,9,1,0.524
125523059,0.406092,0.324813,-0.041795,10,4,0.522
125523112,0.405273,0.321886,0.075372,9,1,0.524
125523168,0.406422,0.320433,0.075372,9,1,0.524
125523287,0.409453,0.317884,0.109974,13,2,0.532
125523453,0.412762,0.313576,0.109974,13,2,0.532
125523734,0.414648,0.303532,0.126492,15,2,0.532
125523845,0.416757,0.300630,0.126492,15,2,0.532
125524066,0.420930,0.294759,0.126492,15,2,0.532
125524122,0.421982,0.293251,0.126492,15,2,0.532
125524232,0.424029,0.290284,0.126492,15,2,0.532
125524398,0.427029,0.285851,0.126492,15,2,0.532
125524509,0.428965,0.282938,0.126492,15,2,0.532
125524612,0.420340,0.273181,-0.024073,12,3,0.502
125524667,0.421291,0.271712,-0.024073,12,3,0.502
125524674,0.431968,0.278331,0.126492,15,2,0.532
125524723,0.422237,0.270240,-0.024073,12,3,0.502
125524730,0.432937,0.276822,0.126492,15,2,0.532
125524778,0.423178,0.268764,-0.024073,12,3,0.502
125524833,0.424114,0.267285,-0.024073,12,3,0.502
125524840,0.434859,0.273793,0.126492,15,2,0.532
125524889,0.425044,0.265803,-0.024073,12,3,0.502
125524999,0.426855,0.262885,-0.024073,12,3,0.502
125525165,0.429573,0.258420,-0.024073,12,3,0.502
125525449,0.445004,0.256975,0.126492,15,2,0.532
125525939,0.441715,0.237069,-0.024073,12,3,0.502
125525994,0.442519,0.235564,-0.024073,12,3,0.502
125526105,0.444143,0.232488,-0.024073,12,3,0.502
125526271,0.446563,0.227805,-0.024073,12,3,0.502
125526764,0.470342,0.221794,-0.041795,10,4,0.522
125526819,0.471121,0.220134,-0.041795,10,4,0.522
125527038,0.471893,0.212541,0.075372,9,1,0.524
