# time,X,Y,Z,id,intensity,distance
119218462,0.294547,0.419292,-0.091502,4,2,0.522
119218633,0.300931,0.418636,-0.075059,6,3,0.522
119220241,0.344761,0.389407,-0.058760,8,3,0.524
119221241,0.371357,0.369687,-0.042144,10,4,0.526
119221798,0.371983,0.344943,-0.024387,12,3,0.508
119221909,0.374382,0.342338,-0.024387,12,3,0.508
119222075,0.377799,0.338563,-0.024387,12,3,0.508
119222676,0.399866,0.331681,0.075685,9,1,0.526
119222786,0.402172,0.328881,0.075685,9,1,0.526
119222842,0.403318,0.327475,0.075685,9,1,0.526
119222897,0.404458,0.326065,0.075685,9,1,0.526
119222899,0.407990,0.328814,-0.042144,10,4,0.526
119222952,0.405594,0.324652,0.075685,9,1,0.526
119223008,0.406725,0.323234,0.075685,9,1,0.526
119223063,0.407861,0.321799,0.075685,9,1,0.526
119223127,0.411358,0.321781,0.110874,13,2,0.536
119223736,0.423419,0.305735,0.110874,13,2,0.536
119223796,0.419322,0.300371,0.127009,15,2,0.534
119224231,0.418721,0.282856,-0.024282,12,3,0.506
119224286,0.419706,0.281393,-0.024282,12,3,0.506
119224342,0.420685,0.279926,-0.024282,12,3,0.506
119224349,0.429550,0.285554,0.127009,15,2,0.534
119224452,0.422629,0.276982,-0.024282,12,3,0.506
119224459,0.431533,0.282548,0.127009,15,2,0.534
119224507,0.423581,0.275524,-0.024282,12,3,0.506
119224570,0.433455,0.279590,0.127009,15,2,0.534
119224618,0.425471,0.272597,-0.024282,12,3,0.506
119224625,0.434435,0.278066,0.127009,15,2,0.534
119224673,0.426443,0.271073,-0.024282,12,3,0.506
119224729,0.427411,0.269546,-0.024282,12,3,0.506
119224784,0.428372,0.268015,-0.024282,12,3,0.506
119224791,0.437394,0.273387,0.127009,15,2,0.534
119224840,0.429270,0.266574,-0.024282,12,3,0.506
119224847,0.438307,0.271921,0.127009,15,2,0.534
119224951,0.431098,0.263608,-0.024282,12,3,0.506
119225006,0.431970,0.262177,-0.024282,12,3,0.506
119225393,0.440045,0.252424,-0.024387,12,3,0.508
119225504,0.441774,0.249384,-0.024387,12,3,0.508
119225670,0.444362,0.244745,-0.024387,12,3,0.508
119225780,0.446081,0.241597,-0.024387,12,3,0.508
119225835,0.446900,0.240078,-0.024387,12,3,0.508
119225891,0.447694,0.238595,-0.024387,12,3,0.508
119225946,0.448524,0.237030,-0.024387,12,3,0.508
119226001,0.449390,0.235385,-0.024387,12,3,0.508
119226112,0.451103,0.232084,-0.024387,12,3,0.508
119226222,0.452652,0.229048,-0.024387,12,3,0.508
119226434,0.467165,0.228592,-0.058760,8,3,0.524
119226826,0.476162,0.218733,-0.042144,10,4,0.526
119227211,0.477231,0.205318,0.075685,9,1,0.526
119227549,0.470214,0.190409,-0.024387,12,3,0.508
119227598,0.482145,0.193497,0.075685,9,1,0.526
119227605,0.470885,0.188746,-0.024387,12,3,0.508
119227660,0.471524,0.187142,-0.024387,12,3,0.508
119227715,0.472166,0.185515,-0.024387,12,3,0.508
119227764,0.484118,0.188507,0.075685,9,1,0.526
119227771,0.472811,0.183866,-0.024387,12,3,0.508
119227819,0.484773,0.186816,0.075685,9,1,0.526
119227874,0.487268,0.185826,0.075997,9,1,0.528
119227881,0.474083,0.180561,-0.024387,12,3,0.508
119227930,0.487908,0.184140,0.075997,9,1,0.528
119228206,0.491043,0.175608,0.075997,9,1,0.528
119228317,0.492267,0.172148,0.075997,9,1,0.528
119228374,0.495251,0.171174,-0.042144,10,4,0.526
119228430,0.495846,0.169444,-0.042144,10,4,0.526
119228538,0.494603,0.165318,0.075997,9,1,0.528
