# time,X,Y,Z,id,intensity,distance
128218402,0.288667,0.420014,-0.074120,6,3,0.516
128218458,0.290132,0.419003,-0.074120,6,3,0.516
128220453,0.343470,0.382580,-0.058028,8,3,0.518
128222121,0.370713,0.334495,-0.023968,12,3,0.500
128222176,0.371878,0.333199,-0.023968,12,3,0.500
128222231,0.373039,0.331899,-0.023968,12,3,0.500
128222611,0.393251,0.333420,0.075059,9,1,0.522
128222722,0.395616,0.330611,0.075059,9,1,0.522
128222726,0.376709,0.314624,0.087304,11,2,0.500
128222777,0.396768,0.329228,0.075059,9,1,0.522
128222832,0.397915,0.327841,0.075059,9,1,0.522
128222888,0.399057,0.326450,0.075059,9,1,0.522
128222943,0.400194,0.325055,0.075059,9,1,0.522
128222998,0.401326,0.323656,0.075059,9,1,0.522
128223001,0.404830,0.326385,-0.041795,10,4,0.522
128223054,0.402453,0.322253,0.075059,9,1,0.522
128223109,0.403576,0.320846,0.075059,9,1,0.522
128223164,0.404693,0.319436,0.075059,9,1,0.522
128223173,0.407071,0.320928,0.109974,13,2,0.532
128223505,0.413703,0.312333,0.109974,13,2,0.532
128223616,0.415888,0.309418,0.109974,13,2,0.532
128223786,0.414037,0.301092,0.125974,15,2,0.530
128223837,0.420206,0.303527,0.109974,13,2,0.532
128223842,0.415086,0.299645,0.125974,15,2,0.530
128223952,0.417168,0.296740,0.125974,15,2,0.530
128224007,0.418201,0.295282,0.125974,15,2,0.530
128224063,0.419229,0.293820,0.125974,15,2,0.530
128224229,0.422283,0.289414,0.125974,15,2,0.530
128224277,0.414379,0.282141,-0.024073,12,3,0.502
128224332,0.415362,0.280693,-0.024073,12,3,0.502
128224339,0.424293,0.286459,0.125974,15,2,0.530
128224388,0.416339,0.279241,-0.024073,12,3,0.502
128224394,0.425290,0.284976,0.125974,15,2,0.530
128224443,0.417311,0.277786,-0.024073,12,3,0.502
128224450,0.426283,0.283490,0.125974,15,2,0.530
128224498,0.418266,0.276346,-0.024073,12,3,0.502
128224553,0.419204,0.274921,-0.024073,12,3,0.502
128224560,0.428212,0.280568,0.125974,15,2,0.530
128224609,0.420161,0.273456,-0.024073,12,3,0.502
128224616,0.429194,0.279062,0.125974,15,2,0.530
128224664,0.421137,0.271951,-0.024073,12,3,0.502
128224719,0.422096,0.270461,-0.024073,12,3,0.502
