# time,X,Y,Z,id,intensity,distance
121919962,0.338862,0.391930,-0.058516,8,3,0.522
121920128,0.342948,0.388360,-0.058516,8,3,0.522
121920183,0.344302,0.387161,-0.058516,8,3,0.522
121920238,0.345651,0.385956,-0.058516,8,3,0.522
121921128,0.369541,0.368687,-0.041970,10,4,0.524
121921685,0.368531,0.342790,-0.024177,12,3,0.504
121921740,0.369711,0.341518,-0.024177,12,3,0.504
121921851,0.372086,0.338928,-0.024177,12,3,0.504
121921962,0.374443,0.336322,-0.024177,12,3,0.504
121922342,0.394725,0.337783,0.075685,9,1,0.526
121922508,0.398241,0.333631,0.075685,9,1,0.526
121922563,0.399403,0.332239,0.075685,9,1,0.526
121922618,0.400560,0.330843,0.075685,9,1,0.526
121922673,0.401713,0.329442,0.075685,9,1,0.526
121922729,0.402860,0.328038,0.075685,9,1,0.526
121922731,0.404833,0.329546,-0.041970,10,4,0.524
121922784,0.404003,0.326630,0.075685,9,1,0.526
121922839,0.405140,0.325218,0.075685,9,1,0.526
121922895,0.406273,0.323801,0.075685,9,1,0.526
121922950,0.407401,0.322381,0.075685,9,1,0.526
121923060,0.409642,0.319529,0.075685,9,1,0.526
121923236,0.413776,0.315461,0.110424,13,2,0.534
121923291,0.414875,0.314014,0.110424,13,2,0.534
121923401,0.417057,0.311110,0.110424,13,2,0.534
121923406,0.411984,0.307139,0.126492,15,2,0.532
121923678,0.422464,0.303727,0.110424,13,2,0.534
121923793,0.419374,0.296968,0.126492,15,2,0.532
121923848,0.420399,0.295516,0.126492,15,2,0.532
121923954,0.427675,0.296345,0.110424,13,2,0.534
121923959,0.422468,0.292551,0.126492,15,2,0.532
121924070,0.424550,0.289520,0.126492,15,2,0.532
121924180,0.426496,0.286647,0.126492,15,2,0.532
121924228,0.418584,0.279478,-0.024177,12,3,0.504
121924235,0.427493,0.285157,0.126492,15,2,0.532
121924394,0.421488,0.275079,-0.024177,12,3,0.504
121924457,0.431433,0.279160,0.126492,15,2,0.532
121924505,0.423398,0.272130,-0.024177,12,3,0.504
121924512,0.432405,0.277652,0.126492,15,2,0.532
121924560,0.424345,0.270650,-0.024177,12,3,0.504
121924567,0.433372,0.276141,0.126492,15,2,0.532
121924671,0.426224,0.267681,-0.024177,12,3,0.504
121924678,0.435289,0.273109,0.126492,15,2,0.532
121924726,0.427168,0.266173,-0.024177,12,3,0.504
121924837,0.429038,0.263147,-0.024177,12,3,0.504
121924892,0.429932,0.261685,-0.024177,12,3,0.504
121925003,0.431737,0.258696,-0.024177,12,3,0.504
121925777,0.443869,0.237278,-0.024177,12,3,0.504
121925832,0.444684,0.235746,-0.024177,12,3,0.504
121925887,0.445504,0.234193,-0.024177,12,3,0.504
121925943,0.446319,0.232636,-0.024177,12,3,0.504
121926053,0.447942,0.229495,-0.024177,12,3,0.504
121926108,0.448761,0.227891,-0.024177,12,3,0.504
121926164,0.449553,0.226323,-0.024177,12,3,0.504
121926274,0.451093,0.223238,-0.024177,12,3,0.504
121926657,0.473303,0.220169,-0.041970,10,4,0.524
121926823,0.475583,0.215200,-0.041970,10,4,0.524
121927373,0.480479,0.197598,0.075685,9,1,0.526
121927484,0.481834,0.194270,0.075685,9,1,0.526
121927491,0.466874,0.188013,-0.024177,12,3,0.504
121927546,0.467495,0.186464,-0.024177,12,3,0.504
121927601,0.468127,0.184872,-0.024177,12,3,0.504
121927657,0.468769,0.183237,-0.024177,12,3,0.504
121927716,0.477492,0.184568,-0.008236,14,3,0.512
121927760,0.485099,0.185969,0.075685,9,1,0.526
121927822,0.470662,0.178318,-0.024177,12,3,0.504
121927871,0.486385,0.182578,0.075685,9,1,0.526
121927926,0.487020,0.180879,0.075685,9,1,0.526
121927938,0.472522,0.175104,-0.008096,14,3,0.504
121927981,0.487648,0.179178,0.075685,9,1,0.526
121928044,0.473106,0.171729,-0.024177,12,3,0.504
121928104,0.474330,0.170146,-0.008096,14,3,0.504
121928155,0.474293,0.168422,-0.024177,12,3,0.504
121928160,0.474921,0.168489,-0.008096,14,3,0.504
121928204,0.490102,0.172352,0.075685,9,1,0.526
121928261,0.493070,0.171384,-0.041970,10,4,0.524
121928314,0.491293,0.168926,0.075685,9,1,0.526
121928316,0.493665,0.169661,-0.041970,10,4,0.524
121928369,0.491880,0.167210,0.075685,9,1,0.526
121928436,0.477789,0.160175,-0.008096,14,3,0.504
121928480,0.493030,0.163788,0.075685,9,1,0.526
121928482,0.495409,0.164501,-0.041970,10,4,0.524
121928591,0.494139,0.160412,0.075685,9,1,0.526
121928602,0.475608,0.154015,-0.008026,14,3,0.500
121928646,0.494696,0.158687,0.075685,9,1,0.526
121928653,0.479323,0.153525,-0.024177,12,3,0.504
121928701,0.495247,0.156959,0.075685,9,1,0.526
121928756,0.495791,0.155229,0.075685,9,1,0.526
