# time,X,Y,Z,id,intensity,distance
117318217,0.290762,0.425762,-0.075059,6,3,0.522
117318438,0.296678,0.421661,-0.075059,6,3,0.522
117318493,0.298148,0.420623,-0.075059,6,3,0.522
117320101,0.342216,0.391645,-0.058760,8,3,0.524
117321714,0.370943,0.346061,-0.024387,12,3,0.508
117321770,0.372043,0.344878,-0.024387,12,3,0.508
117321825,0.373245,0.343577,-0.024387,12,3,0.508
117321881,0.374442,0.342272,-0.024387,12,3,0.508
117321936,0.375635,0.340963,-0.024387,12,3,0.508
117321991,0.376822,0.339650,-0.024387,12,3,0.508
117322047,0.378006,0.338332,-0.024387,12,3,0.508
117322102,0.379184,0.337011,-0.024387,12,3,0.508
117322593,0.400339,0.334201,0.075997,9,1,0.528
117322648,0.401503,0.332802,0.075997,9,1,0.528
117322703,0.402662,0.331398,0.075997,9,1,0.528
117322761,0.407331,0.332788,-0.042318,10,4,0.528
117322814,0.404927,0.328628,0.075997,9,1,0.528
117322869,0.406064,0.327221,0.075997,9,1,0.528
117322924,0.407232,0.325766,0.075997,9,1,0.528
117322980,0.408395,0.324307,0.075997,9,1,0.528
117323035,0.409553,0.322844,0.075997,9,1,0.528
117323099,0.411427,0.321692,0.110874,13,2,0.536
117323482,0.453760,0.337340,0.101806,11,2,0.576
117323708,0.423485,0.305645,0.110874,13,2,0.536
117323768,0.419391,0.300275,0.127009,15,2,0.534
117323823,0.420463,0.298773,0.127009,15,2,0.534
117324044,0.424603,0.292859,0.127009,15,2,0.534
117324099,0.425623,0.291375,0.127009,15,2,0.534
117324148,0.419482,0.285293,-0.024387,12,3,0.508
117324155,0.426637,0.289888,0.127009,15,2,0.534
117324210,0.427646,0.288397,0.127009,15,2,0.534
117324258,0.421463,0.282358,-0.024387,12,3,0.508
117324265,0.428650,0.286902,0.127009,15,2,0.534
117324314,0.422446,0.280885,-0.024387,12,3,0.508
117324321,0.429649,0.285404,0.127009,15,2,0.534
117324376,0.430643,0.283903,0.127009,15,2,0.534
117324431,0.431616,0.282421,0.127009,15,2,0.534
117324479,0.425328,0.276502,-0.024387,12,3,0.508
117324535,0.426291,0.275015,-0.024387,12,3,0.508
117324542,0.433559,0.279430,0.127009,15,2,0.534
117324590,0.427272,0.273488,-0.024387,12,3,0.508
117324701,0.429183,0.270480,-0.024387,12,3,0.508
117324756,0.430124,0.268980,-0.024387,12,3,0.508
117324922,0.432883,0.264518,-0.024387,12,3,0.508
117325032,0.434707,0.261508,-0.024387,12,3,0.508
117325143,0.436522,0.258467,-0.024387,12,3,0.508
117325309,0.439216,0.253863,-0.024387,12,3,0.508
117325530,0.442750,0.247648,-0.024387,12,3,0.508
117325751,0.446165,0.241442,-0.024387,12,3,0.508
117325806,0.447005,0.239883,-0.024387,12,3,0.508
117325862,0.447829,0.238341,-0.024387,12,3,0.508
117325917,0.448638,0.236815,-0.024387,12,3,0.508
117326028,0.450300,0.233638,-0.024387,12,3,0.508
117326083,0.451123,0.232045,-0.024387,12,3,0.508
117326194,0.452732,0.228890,-0.024387,12,3,0.508
117326304,0.454319,0.225724,-0.024387,12,3,0.508
117326359,0.455104,0.224136,-0.024387,12,3,0.508
117326684,0.472427,0.220849,0.075997,9,1,0.528
117326797,0.478071,0.219349,-0.042318,10,4,0.528
117326852,0.478842,0.217662,-0.042318,10,4,0.528
117327016,0.477011,0.210766,0.075997,9,1,0.528
117327071,0.477712,0.209173,0.075997,9,1,0.528
117327138,0.469779,0.203401,-0.008236,14,3,0.512
117327237,0.479847,0.204227,0.075997,9,1,0.528
117327465,0.469622,0.191865,-0.024387,12,3,0.508
117327514,0.483366,0.195753,0.075997,9,1,0.528
117327521,0.470289,0.190224,-0.024387,12,3,0.508
117327569,0.484029,0.194106,0.075997,9,1,0.528
117327631,0.471581,0.186998,-0.024387,12,3,0.508
