# time,X,Y,Z,id,intensity,distance
118520303,0.345146,0.389066,-0.058760,8,3,0.524
118520413,0.347854,0.386647,-0.058760,8,3,0.524
118521750,0.369793,0.347289,-0.024387,12,3,0.508
118521805,0.371019,0.345980,-0.024387,12,3,0.508
118521860,0.372224,0.344683,-0.024387,12,3,0.508
118521916,0.373425,0.343382,-0.024387,12,3,0.508
118521971,0.374621,0.342076,-0.024387,12,3,0.508
118522026,0.375783,0.340799,-0.024387,12,3,0.508
118522081,0.376911,0.339551,-0.024387,12,3,0.508
118522137,0.378080,0.338250,-0.024387,12,3,0.508
118522687,0.387552,0.323080,0.089976,11,2,0.514
118522738,0.400138,0.331354,0.075685,9,1,0.526
118522793,0.401263,0.329990,0.075685,9,1,0.526
118522849,0.402441,0.328552,0.075685,9,1,0.526
118522904,0.403593,0.327136,0.075685,9,1,0.526
118522959,0.404704,0.325761,0.075685,9,1,0.526
118523125,0.408110,0.321483,0.075685,9,1,0.526
118523355,0.414899,0.317202,0.110874,13,2,0.536
118523577,0.419287,0.311378,0.110874,13,2,0.536
118523858,0.419532,0.300079,0.127009,15,2,0.534
118524024,0.422651,0.295669,0.127009,15,2,0.534
118524190,0.425683,0.291287,0.127009,15,2,0.534
118524246,0.426688,0.289813,0.127009,15,2,0.534
118524349,0.421525,0.282266,-0.024387,12,3,0.508
118524405,0.422532,0.280756,-0.024387,12,3,0.508
118524460,0.423521,0.279261,-0.024387,12,3,0.508
118524515,0.424494,0.277781,-0.024387,12,3,0.508
118524577,0.432712,0.280738,0.127009,15,2,0.534
118524681,0.427379,0.273320,-0.024387,12,3,0.508
118524736,0.428331,0.271827,-0.024387,12,3,0.508
118524799,0.436590,0.274669,0.127009,15,2,0.534
118524902,0.431154,0.267327,-0.024387,12,3,0.508
118524958,0.432084,0.265820,-0.024387,12,3,0.508
118525732,0.444554,0.244395,-0.024387,12,3,0.508
118525787,0.445404,0.242842,-0.024387,12,3,0.508
118525842,0.446249,0.241286,-0.024387,12,3,0.508
118526063,0.449574,0.235032,-0.024387,12,3,0.508
118526119,0.450392,0.233461,-0.024387,12,3,0.508
118526229,0.452011,0.230311,-0.024387,12,3,0.508
118526609,0.470180,0.225594,0.075997,9,1,0.528
118526665,0.470945,0.223993,0.075997,9,1,0.528
118526888,0.476375,0.218269,-0.042144,10,4,0.526
118526943,0.477134,0.216605,-0.042144,10,4,0.526
118526953,0.482652,0.218772,-0.008550,14,3,0.530
118526999,0.477879,0.214955,-0.042144,10,4,0.526
118527328,0.479954,0.203976,0.075997,9,1,0.528
118527494,0.482063,0.198938,0.075997,9,1,0.528
118527556,0.469689,0.191701,-0.024387,12,3,0.508
118527605,0.483417,0.195626,0.075997,9,1,0.528
118527612,0.470339,0.190101,-0.024387,12,3,0.508
118527660,0.484086,0.193964,0.075997,9,1,0.528
118527667,0.470992,0.188479,-0.024387,12,3,0.508
118527722,0.471647,0.186833,-0.024387,12,3,0.508
118527777,0.472288,0.185206,-0.024387,12,3,0.508
118527826,0.486068,0.188942,0.075997,9,1,0.528
118527881,0.486721,0.187255,0.075997,9,1,0.528
118527943,0.474201,0.180251,-0.024387,12,3,0.508
118527992,0.488048,0.183767,0.075997,9,1,0.528
118528047,0.488703,0.182020,0.075997,9,1,0.528
118528102,0.489313,0.180372,0.075997,9,1,0.528
118528158,0.489940,0.178663,0.075997,9,1,0.528
118528213,0.490555,0.176967,0.075997,9,1,0.528
118528220,0.477275,0.171947,-0.024387,12,3,0.508
118528268,0.491154,0.175297,0.075997,9,1,0.528
118528275,0.477857,0.170322,-0.024387,12,3,0.508
118528323,0.491760,0.173592,0.075997,9,1,0.528
118528326,0.494142,0.174350,-0.042144,10,4,0.526
118528381,0.494763,0.172581,-0.042144,10,4,0.526
118528434,0.492984,0.170085,0.075997,9,1,0.528
118528436,0.495371,0.170828,-0.042144,10,4,0.526
118528441,0.479636,0.165246,-0.024387,12,3,0.508
118528489,0.493574,0.168363,0.075997,9,1,0.528
118528496,0.480210,0.163570,-0.024387,12,3,0.508
118528545,0.494154,0.166655,0.075997,9,1,0.528
118528600,0.494718,0.164972,0.075997,9,1,0.528
118528655,0.495282,0.163272,0.075997,9,1,0.528
118528710,0.495849,0.161542,0.075997,9,1,0.528
118528766,0.496410,0.159810,0.075997,9,1,0.528
118528773,0.475359,0.152804,-0.023968,12,3,0.500
118528821,0.496964,0.158076,0.075997,9,1,0.528
118528876,0.497508,0.156357,0.075997,9,1,0.528
118528883,0.476408,0.149503,-0.023968,12,6,0.500
118528987,0.475904,0.145998,0.072243,9,1,0.504
118529033,0.480429,0.145859,0.040226,5,4,0.504
118529038,0.511005,0.154979,0.060466,7,10,0.538
118529093,0.496334,0.148626,0.058516,7,10,0.522
118529104,0.489919,0.146307,-0.024596,12,26,0.512
118529109,0.479062,0.142910,-0.008026,14,21,0.500
118529148,0.504477,0.149100,0.059491,7,10,0.530
118529157,0.485834,0.143275,0.090357,11,2,0.516
118529160,0.478944,0.141165,-0.023968,12,30,0.500
118529164,0.485325,0.142889,-0.008131,14,28,0.506
118529215,0.483270,0.140609,-0.024177,12,32,0.504
118529220,0.487739,0.141759,-0.008166,14,31,0.508
118529268,0.479264,0.137749,0.088831,11,2,0.508
118529270,0.485665,0.139514,-0.024282,12,32,0.506
118529275,0.480531,0.137892,-0.008026,14,32,0.500
118529323,0.487284,0.138261,0.090357,11,2,0.516
118529326,0.482294,0.136771,-0.024073,12,29,0.502
118529379,0.487752,0.136602,0.090357,11,2,0.516
118529381,0.490450,0.137282,-0.024491,12,29,0.510
118529425,0.485962,0.134432,0.056810,7,22,0.508
118529441,0.489671,0.134935,-0.008166,14,24,0.508
118529489,0.473563,0.128980,0.087304,11,2,0.500
118529491,0.481784,0.131146,-0.023968,12,27,0.500
118529496,0.497846,0.135367,-0.008305,14,24,0.516
118529531,0.480926,0.129659,0.039878,5,4,0.500
118529547,0.482233,0.129485,-0.023968,12,27,0.500
118529551,0.482859,0.129502,-0.008026,14,25,0.500
118529591,0.485405,0.128899,0.056566,7,11,0.506
118529600,0.493424,0.130721,0.091121,11,5,0.520
118529646,0.528104,0.138252,0.061928,7,10,0.550
118529657,0.490861,0.128111,-0.024387,12,26,0.508
118529660,0.505354,0.131814,0.110874,13,2,0.536
118529701,0.490152,0.126444,0.057053,7,11,0.510
118529717,0.484206,0.124372,-0.008026,14,25,0.500
118529812,0.491016,0.123044,0.057053,7,11,0.510
118529826,0.506706,0.126518,0.110874,13,2,0.536
118529922,0.488012,0.118651,0.056566,7,11,0.506
118529936,0.507589,0.122930,0.110874,13,2,0.536
118530143,0.485738,0.110996,0.056078,7,11,0.502
118530533,0.509719,0.103364,-0.058760,8,3,0.524
118530643,0.510429,0.099803,-0.058760,8,3,0.524
118531378,0.510264,0.075395,0.127009,15,2,0.534
118531489,0.510778,0.071831,0.127009,15,2,0.534
118535074,0.543764,-0.046920,0.097990,11,2,0.556
118535083,0.513869,-0.044641,0.127009,15,2,0.534
118535129,0.543597,-0.048818,0.097990,11,2,0.556
118535138,0.544494,-0.049217,0.135292,15,2,0.566
118535180,0.519256,-0.048324,0.075997,9,1,0.528
118535184,0.547331,-0.051102,0.098753,11,2,0.560
118535193,0.563550,-0.052955,0.140468,15,2,0.586
118535235,0.554471,-0.053603,0.081629,9,1,0.564
118535240,0.529558,-0.051354,0.095318,11,2,0.542
118535244,0.519809,-0.050565,0.110874,13,2,0.536
118535249,0.578739,-0.056472,0.144609,15,2,0.602
118535290,0.570002,-0.057145,0.084132,9,1,0.580
118535295,0.580161,-0.058334,0.105241,11,2,0.594
118535299,0.519627,-0.052400,0.110874,13,2,0.536
118535304,0.593913,-0.060066,0.148750,15,2,0.618
118535345,0.573729,-0.059542,0.084758,9,1,0.584
118535350,0.611197,-0.063610,0.111346,11,2,0.626
118535355,0.519441,-0.054214,0.110874,13,2,0.536
118535359,0.647497,-0.067769,0.163244,15,2,0.674
118535401,0.569591,-0.061104,0.084132,9,1,0.580
118535405,0.626590,-0.067399,0.114399,11,2,0.642
118535415,0.654943,-0.070824,0.165315,15,2,0.682
118535456,0.581160,-0.064347,0.086009,9,3,0.592
118535461,0.602942,-0.066932,0.109820,11,2,0.618
